Training start time (UTC): 1970-01-01 02:00:00
IR,RED,Ax,Ay,Az
104079,86637,11396,1924,-10164
104108,86666,11592,2272,-11408
104065,86654,11444,2700,-12428
104055,86643,11344,2576,-13108
104033,86657,11464,2448,-14012
104074,86648,11508,1892,-13828
104139,86701,12056,1456,-14024
104113,86679,13404,1188,-14068
104138,86697,15792,1696,-15808
104070,86631,16532,3208,-17368
104090,86639,15804,5112,-16912
104031,86620,14064,4524,-15352
104088,86694,11936,2168,-14004
104092,86669,10120,-900,-12924
104141,86676,8316,-2508,-11948
104124,86674,8048,-3172,-11852
104125,86674,9352,-3852,-12732
104054,86626,10584,-4224,-12844
104001,86585,12512,-4060,-13748
103926,86545,13692,-3600,-13356
103906,86547,14732,-2916,-12036
103905,86527,15044,-2596,-11012
103933,86568,14460,-1916,-10120
103914,86515,13488,-1452,-9284
103925,86535,12516,-1948,-8856
103846,86465,11668,-2484,-8100
103850,86534,11052,-2620,-7252
103773,86485,10964,-3000,-6472
103828,86562,10644,-3596,-5436
103794,86490,10248,-3940,-4308
103847,86553,9652,-3968,-3692
103856,86566,9028,-4364,-3668
103903,86602,8348,-4472,-3752
103887,86584,7864,-4500,-4348
103894,86589,7744,-4360,-5028
103905,86593,7668,-4200,-5856
103875,86556,7364,-3796,-6512
103898,86593,7856,-3428,-7472
103898,86564,8660,-3396,-7316
103960,86613,10068,-3332,-7388
103974,86615,11192,-3160,-7456
104035,86662,12508,-3144,-7752
104008,86622,12724,-3068,-8064
104010,86642,12992,-2680,-9164
103994,86621,12936,-2364,-10480
104028,86649,12668,-2380,-11272
104041,86675,12752,-2804,-11532
104082,86712,13324,-3676,-11664
104130,86712,14304,-4492,-11840
104174,86743,15240,-5500,-11628
104176,86729,16468,-6140,-12584
104170,86738,17708,-6588,-13624
104177,86710,18716,-7048,-14436
104196,86751,18964,-7924,-14772
104165,86701,18548,-8792,-15320
104180,86741,17508,-9324,-15128
104134,86697,16352,-9092,-14888
104189,86762,16360,-6920,-16696
104104,86698,16360,-3600,-18264
104150,86764,16476,-2032,-17768
104131,86720,17340,-2948,-16784
104231,86804,18392,-4656,-16512
104261,86825,19968,-6084,-16144
104329,86842,21108,-6532,-16048
104313,86829,21716,-6504,-15848
104298,86768,21664,-6628,-16744
104229,86769,20140,-6360,-17624
104138,86687,18892,-6140,-18376
104116,86695,17560,-5436,-18788
104067,86655,16188,-5008,-18788
104097,86677,14796,-4488,-18348
104071,86676,13452,-3940,-16952
104130,86717,12288,-3356,-15420
104100,86707,10908,-3180,-14152
104139,86714,9592,-2560,-12548
104144,86729,8796,-2116,-11220
104156,86728,8168,-1356,-10672
104165,86733,7728,-832,-10128
104206,86778,7376,-560,-9564
104248,86775,7416,-476,-9444
104293,86818,7236,-256,-9524
104315,86796,7596,80,-9748
104370,86835,8248,352,-9504
104347,86820,8680,632,-9568
104414,86885,8820,796,-8716
104426,86863,8988,904,-8432
104474,86959,8760,1672,-7796
104421,86911,9076,2252,-8672
104515,87010,8776,2784,-9016
104519,86976,9076,4108,-9128
104635,87086,9248,4584,-8396
104668,87071,9804,4400,-8880
104680,87085,10864,3684,-9596
104607,87036,11768,3272,-9888
104598,87002,12672,3440,-10200
104558,86984,13572,4108,-11420
104502,86930,14024,4116,-12064
104500,86959,14072,4488,-12672
104428,86902,13244,4580,-13484
104414,86890,12464,4420,-13952
104365,86872,11820,4012,-14220
104399,86885,11408,2948,-13356
104339,86859,12016,2012,-12472
104351,86855,15392,1712,-13896
104322,86828,17576,2644,-14968
104337,86819,17772,4800,-13672
104305,86805,16936,4852,-12768
104305,86814,13916,2328,-11728
104319,86827,11644,416,-11876
104306,86829,10052,-272,-12252
104294,86817,9120,-504,-11876
104285,86830,9492,-752,-11248
104225,86744,10956,-500,-11848
104191,86752,13392,-984,-12440
104120,86683,14756,-1360,-12300
104134,86728,15908,-1436,-11016
104093,86670,16200,-1120,-10296
104107,86717,15716,-756,-10136
104027,86650,14892,-668,-9892
104044,86691,13580,-1408,-9380
103980,86628,11808,-2864,-8908
104025,86697,10632,-3544,-8384
104027,86706,9568,-3576,-6808
104081,86763,8748,-3328,-6060
104102,86770,7480,-3156,-5284
104118,86728,6996,-2952,-5564
104094,86751,5936,-2944,-6036
104028,86663,5272,-2904,-6660
104008,86692,4596,-3564,-7724
103973,86620,4596,-4032,-8604
104034,86654,4896,-4012,-8964
104041,86673,5760,-4112,-9652
104143,86744,7128,-4352,-9700
104204,86773,8340,-4032,-9312
104309,86823,9920,-3492,-9496
104363,86835,10156,-3456,-9860
104436,86869,11432,-3396,-11408
104419,86853,12464,-3556,-12816
104435,86874,14264,-4232,-13264
104431,86861,15800,-5288,-13576
104443,86878,17188,-6916,-13836
104399,86846,17808,-7992,-13096
104388,86858,17800,-7876,-13084
104358,86826,17196,-7768,-13352
104337,86833,16572,-6708,-13960
104281,86797,16536,-6372,-14784
104347,86889,16264,-6424,-14716
104323,86877,16404,-8184,-14472
104430,86973,16980,-8660,-13784
104450,86917,18880,-6920,-15496
104481,86984,20388,-3852,-18600
104460,86906,20240,-536,-20008
104483,86945,19404,432,-18648
104489,86976,18624,-844,-16928
104558,86996,17780,-3252,-15740
104604,87027,16860,-5156,-15128
104621,87004,16784,-5444,-15988
104636,87039,16268,-4912,-16124
104587,87001,16184,-4096,-16420
104603,86975,15888,-3368,-16764
104552,86954,15364,-2880,-17040
104572,86969,14812,-2532,-16864
104490,86919,14196,-2512,-16112
104450,86901,13220,-2676,-15940
104372,86840,12168,-2636,-15300
104364,86826,10956,-2372,-14224
104263,86771,10112,-1928,-13384
104221,86763,8984,-1432,-12360
104178,86744,8684,-1128,-11380
104131,86707,8520,-764,-10692
104112,86680,8244,-500,-10192
104099,86684,8124,-136,-9852
104086,86653,8168,-152,-9632
104107,86676,8172,228,-9608
104079,86630,8420,672,-9700
104109,86684,8824,1080,-9404
104049,86632,9844,904,-9084
104116,86732,10252,660,-8368
104067,86661,11020,564,-7716
104096,86712,11448,848,-7680
104038,86673,12216,952,-7656
104075,86686,12656,988,-7564
104037,86701,13396,1268,-7056
104100,86686,13616,1540,-7440
104105,86727,13768,2420,-8112
104115,86711,13756,3604,-8876
104165,86751,13208,4476,-9672
104172,86724,12772,4552,-10252
104217,86771,12520,4204,-10772
104207,86737,12468,3472,-11428
104238,86755,12768,2716,-12152
104172,86735,12608,2620,-12224
104209,86754,12168,3064,-11764
104138,86692,11412,3336,-11452
104134,86676,11444,4060,-12756
104093,86671,12916,5152,-14780
104149,86700,14672,6888,-16020
104169,86721,14292,7764,-15060
104216,86743,12472,7488,-13624
104224,86745,10316,6020,-12080
104197,86750,7656,2528,-10524
104147,86710,6876,400,-9948
104137,86717,8156,-1892,-10220
104093,86671,10088,-3180,-9756
104084,86680,12716,-3048,-9592
104032,86613,15048,-1680,-10320
104038,86653,17120,-580,-9956
103955,86555,17728,276,-11848
103938,86584,17004,492,-12068
103785,86454,15916,228,-11840
103783,86476,14912,-724,-12184
103711,86401,13764,-2200,-12068
103702,86432,12940,-3704,-12164
103668,86435,12648,-5228,-11228
103726,86464,11804,-6040,-9788
103715,86461,10296,-6300,-8804
103703,86426,9596,-5752,-8536
103699,86468,8224,-5272,-9612
103683,86409,7232,-4552,-9708
103706,86459,6512,-3776,-9756
103686,86424,6124,-3224,-10124
103737,86463,5936,-3452,-10948
103780,86472,5904,-4032,-10648
103876,86540,6280,-4792,-10400
103916,86559,7064,-5228,-11180
103988,86582,7764,-5504,-10888
103982,86571,8588,-5956,-11484
103996,86580,9628,-6036,-12024
103972,86563,10276,-6180,-12236
103963,86587,11248,-6620,-11884
103985,86580,11952,-6960,-11892
103982,86589,12864,-7796,-12260
103985,86557,13740,-8184,-12260
104004,86591,14756,-8152,-12468
103979,86576,15068,-8064,-12756
104018,86642,15376,-8360,-14116
103994,86604,15352,-8212,-15016
104044,86690,15348,-7780,-15096
104007,86635,15492,-6864,-15664
104063,86709,15564,-6452,-15864
103999,86639,15152,-6396,-15864
104074,86709,14156,-6688,-15332
104042,86715,12876,-6088,-14916
104110,86737,12736,-4344,-15808
104131,86779,13368,-1104,-17616
104195,86789,13640,1544,-19300
104289,86860,12980,3128,-18264
104379,86886,13228,3060,-17544
104495,86974,14612,988,-17216
104588,87020,15864,-1548,-17032
104727,87068,17612,-4364,-16716
104693,87007,18628,-5384,-17500
104661,86976,18856,-4792,-18300
104524,86888,19240,-4024,-19580
104430,86825,18668,-2592,-20112
104272,86723,17424,-1388,-20304
104220,86690,15628,-556,-20424
104125,86663,13768,-228,-19744
104094,86691,11568,-1272,-17904
104109,86681,10368,-2052,-16220
104131,86728,9388,-2464,-13640
104159,86711,9260,-1956,-12040
104175,86750,9416,-1392,-10236
104169,86710,9184,-1160,-9604
104200,86761,8772,-456,-9040
104223,86752,8524,8,-8796
104270,86797,8448,-8,-8000
104412,86941,8372,-52,-6764
104444,86912,9180,228,-6620
104542,87005,9704,528,-6276
104531,86942,10692,644,-5100
104582,86994,11180,884,-4808
104537,86991,11480,876,-5188
104559,87004,11468,1120,-5908
104548,87012,11620,1436,-6876
104574,86987,11608,1944,-7896
104629,87052,11352,2724,-8828
104650,87049,11252,3084,-8936
104746,87131,11320,3216,-9044
104765,87110,11196,3756,-9328
104800,87130,11440,4644,-10384
104701,87066,11248,4848,-11596
104697,87061,11456,4616,-13052
104590,86986,11568,4220,-13536
104552,86957,11860,3904,-14488
104474,86948,11136,3588,-15292
104509,86986,10796,3208,-15184
104566,87040,10408,2808,-13636
104676,87118,10628,2436,-11568
104741,87138,11792,2532,-11372
104751,87141,15188,3904,-13936
104678,87031,16616,6720,-16012
104590,87004,15900,9136,-16116
104474,86912,13892,8388,-15172
104486,86969,10616,4780,-13764
104471,86943,8576,2028,-12536
104531,87052,7068,320,-12340
104509,87003,7032,-372,-11872
104525,87054,8324,180,-11756
104417,86934,10948,632,-12128
104381,86935,12936,964,-11380
104317,86858,15040,1220,-10728
104301,86858,15932,668,-10476
104258,86832,16304,-436,-10520
104267,86823,15264,-1024,-9868
104247,86814,14184,-1804,-9684
104198,86769,13228,-1864,-8976
104194,86798,11732,-1348,-8392
104147,86750,10940,-884,-8208
104165,86763,10140,-636,-7328
104119,86739,10080,-1076,-6816
104145,86776,9868,-2176,-6196
104084,86722,9752,-3368,-6032
104089,86714,9660,-4544,-6240
104015,86650,9804,-4808,-7032
104029,86636,10080,-5140,-8340
103970,86609,10356,-5368,-8512
103964,86588,10392,-5316,-8420
103958,86572,10772,-5132,-8628
103943,86571,11140,-5284,-8596
103901,86534,11264,-5136,-8932
103902,86546,11856,-5124,-9728
103865,86488,12320,-5328,-10024
103869,86536,12840,-5296,-9920
103830,86471,13372,-4952,-10340
103858,86522,14064,-4796,-10836
103825,86504,14612,-5180,-10584
103881,86588,15196,-5556,-10316
103819,86534,15800,-5872,-10712
103895,86602,16196,-5924,-11372
103843,86526,17004,-5592,-12592
103873,86570,17436,-5584,-13588
103835,86548,18008,-5788,-14916
103863,86573,18088,-6464,-15564
103882,86590,17544,-7512,-15568
103924,86567,16944,-7416,-15332
103971,86640,17396,-5116,-17036
103983,86612,18204,-1684,-18836
104018,86641,17632,1404,-19408
103991,86623,16768,532,-18168
104077,86658,16192,-1540,-16444
104080,86691,16512,-2480,-16676
104185,86733,17012,-2956,-17596
104186,86717,17092,-2912,-17568
104199,86716,17412,-2288,-17620
104160,86689,17480,-1844,-18104
104172,86674,17220,-1384,-18552
104124,86666,16864,-856,-18408
104106,86663,16284,-592,-18204
104085,86647,15752,-476,-18372
104067,86666,14704,-696,-17572
104063,86651,13592,-916,-15940
104085,86674,12552,-856,-14356
104056,86650,11620,-676,-12860
104079,86691,10760,-548,-11420
104020,86609,10068,-600,-10664
104026,86633,9828,-568,-10772
103927,86575,9616,-988,-10524
103962,86646,9312,-1332,-10012
103907,86561,9436,-1820,-9996
103969,86643,9744,-2016,-9812
103952,86589,9944,-860,-9164
103995,86648,10088,680,-8824
103963,86630,10332,2292,-8236
103964,86647,10400,3208,-7864
103969,86649,10468,3744,-7816
103941,86607,10548,4372,-7348
103961,86681,10616,5208,-6688
103967,86666,10532,5476,-6252
104070,86728,10136,5544,-5524
104067,86719,9624,5184,-6048
104115,86752,9348,4676,-6396
104095,86739,9312,4756,-6408
104115,86732,9532,5064,-6964
104051,86703,9588,5388,-7304
104045,86673,9672,5576,-8160
103964,86634,9848,5268,-9536
103951,86629,9912,4392,-11036
103914,86588,9404,3556,-12096
103923,86594,9184,2760,-12864
103897,86569,8900,2716,-13980
103918,86599,8376,2440,-14732
103929,86581,7956,1560,-14784
103988,86617,8976,1088,-14564
103969,86580,10964,1848,-15224
103990,86613,14716,5108,-16916
103966,86585,16276,8000,-16220
104019,86663,15916,7552,-15060
103976,86623,12872,3156,-13268
104024,86691,10844,-340,-13328
103982,86645,9512,-1992,-12748
104035,86690,9564,-2348,-13008
103997,86669,10688,-2308,-11868
103986,86650,13152,-2224,-11976
103925,86597,15984,-2704,-12504
103923,86579,18020,-2912,-12744
103933,86592,19196,-3148,-11612
103908,86561,20164,-2860,-10864
103925,86587,19460,-1384,-9732
103888,86524,18508,-484,-9496
103882,86512,16712,-868,-9008
103801,86503,14496,-1628,-8476
103820,86508,12724,-2232,-8376
103774,86512,11364,-2340,-8064
103838,86542,10056,-2212,-6748
103841,86562,9376,-2424,-5848
103877,86559,9072,-3472,-5944
103810,86524,8916,-4088,-6380
103775,86499,8552,-4628,-6908
103726,86461,8640,-5236,-7840
103726,86465,8532,-5976,-8332
103757,86464,8864,-6068,-8936
103851,86535,9188,-5752,-9376
103910,86531,9520,-5392,-9152
104025,86606,9952,-5104,-9064
104036,86588,10232,-5008,-8920
104058,86652,10816,-5200,-8792
103985,86572,11636,-5556,-8836
103998,86609,12240,-5388,-8572
103865,86519,13100,-4912,-8560
103866,86543,13920,-4292,-8920
103768,86480,14860,-3856,-9572
103801,86535,15192,-3904,-9540
103766,86544,15020,-3528,-9828
103817,86561,14692,-2992,-11388
103822,86560,14740,-3148,-13316
103834,86545,14516,-4040,-14692
103910,86615,14472,-4492,-15908
103930,86593,15024,-4424,-16908
104032,86665,14976,-4708,-17684
104041,86642,15940,-4448,-18776
104105,86673,17600,-1916,-21232
104072,86649,18792,1440,-23312
104102,86646,18556,2660,-23040
104056,86633,17756,1476,-20952
104095,86638,16468,-636,-18736
104079,86671,15572,-2412,-17044
104109,86677,15164,-3876,-15484
104098,86666,15368,-3868,-14648
104069,86665,15808,-2452,-14048
104018,86595,16012,-976,-13912
103966,86571,15908,-192,-13988
103895,86510,15600,-480,-14068
103860,86500,15212,-1060,-13612
103799,86429,15380,-948,-13816
103795,86461,15136,-496,-13160
103731,86410,14604,-428,-11900
103760,86464,14124,-436,-11136
103656,86379,12848,-216,-10180
103690,86453,11596,368,-9828
103589,86347,10288,540,-10252
103619,86396,9376,448,-9772
103567,86356,8468,-68,-8992
103577,86373,8236,-720,-8464
103536,86359,8748,-1220,-8344
103541,86321,9464,-1068,-8584
103575,86343,10184,-896,-8556
103557,86304,10636,-600,-8372
103589,86316,10940,-136,-8664
103552,86292,10632,268,-9156
103582,86328,10496,592,-9720
103547,86292,10392,544,-9360
103581,86332,10428,924,-9644
103531,86301,10592,1164,-9532
103581,86347,10624,1704,-9120
103571,86325,10540,2144,-9252
103615,86351,10340,2876,-9492
103624,86374,10328,3420,-9868
103664,86407,10544,3768,-9980
103702,86417,10324,4220,-10392
103738,86473,9808,4556,-11316
103807,86502,9052,4752,-11296
103900,86581,8752,4408,-10352
103934,86567,9088,3828,-9832
103990,86595,8976,3096,-10608
103982,86570,9052,2644,-10588
104072,86631,10088,2500,-10532
104075,86601,12356,2620,-12108
104135,86664,14128,4372,-13748
104100,86623,15088,6868,-14952
104177,86706,14716,6016,-13996
104165,86665,13088,2440,-11868
104225,86730,11900,-792,-12184
104214,86723,11052,-2732,-13508
104201,86697,11732,-2412,-14992
104134,86644,13100,-1544,-16220
104092,86561,14568,-804,-16996
104046,86557,16048,-884,-18020
103991,86516,16084,-1916,-17952
104006,86525,15972,-2972,-16724
103956,86486,15400,-3296,-16228
103960,86495,14884,-3408,-15204
103879,86455,13868,-2924,-13772
103847,86445,12780,-2428,-12500
103770,86411,11528,-1948,-11368
103765,86420,10292,-1388,-9988
103716,86394,9532,-1444,-8860
103728,86399,8828,-2348,-7756
103704,86406,8660,-3300,-7152
103688,86407,8368,-4408,-7120
103668,86368,8420,-4656,-7056
103667,86375,8744,-4588,-7064
103643,86332,8932,-4524,-7872
103643,86341,9048,-4436,-7796
103616,86320,9056,-4416,-8100
103643,86336,9312,-4484,-8332
103619,86320,9244,-4328,-7936
103670,86416,9176,-3884,-8224
103642,86408,9560,-3444,-8704
103701,86456,9868,-3416,-8556
103662,86409,10364,-3332,-8596
103743,86489,10824,-3320,-8680
103707,86437,11384,-3452,-8904
103757,86462,11664,-3676,-9200
103727,86483,11732,-3828,-9252
103760,86464,11404,-4048,-9952
103780,86506,11480,-3944,-10468
103815,86498,11956,-3988,-10700
103882,86559,13480,-4352,-11404
103918,86559,14824,-4872,-11636
103992,86617,15860,-4800,-12164
103982,86592,16704,-4820,-13052
104030,86620,16864,-4480,-13252
104010,86591,17032,-4460,-14468
103977,86522,17312,-4160,-16020
103971,86527,17860,-2148,-18388
103959,86541,18100,-96,-19948
103975,86523,17696,-212,-19728
103981,86532,17460,-2372,-18460
103982,86525,16468,-4780,-17252
103969,86506,15224,-5628,-16360
103964,86481,14108,-4760,-16160
103936,86456,12848,-2932,-16644
103892,86455,11768,-1384,-16728
103868,86436,10892,-464,-16200
103860,86442,10444,180,-15796
103819,86448,10412,380,-16188
103813,86494,10932,128,-15484
103806,86483,12168,-860,-14924
103781,86465,13436,-1700,-14336
103732,86457,14360,-1776,-13872
103700,86433,14428,-1632,-13276
103642,86410,13572,-1172,-12632
103613,86442,12636,-648,-12516
103604,86428,11252,-484,-11968
103595,86393,10256,-700,-11432
103577,86437,9152,-1008,-10848
103569,86430,8480,-1516,-10352
103553,86417,7684,-2116,-10064
103554,86364,7868,-2532,-10120
103548,86364,8020,-2752,-9868
103576,86370,8176,-2364,-9492
103569,86397,8892,-2332,-9704
103612,86415,9324,-1652,-9800
103637,86417,9500,-976,-9688
103676,86405,9628,-148,-9900
103681,86424,9808,156,-9684
103653,86407,9828,292,-9348
103645,86411,9940,676,-9144
103648,86401,10168,1028,-9216
103638,86386,10592,1496,-9008
103652,86401,11420,1788,-9172
103690,86436,12624,2040,-9244
103723,86460,13524,2036,-9184
103763,86459,13724,2220,-8908
103775,86511,13920,2160,-8828
103810,86511,13716,1380,-9528
103830,86513,12644,816,-10500
103828,86516,11428,1628,-11008
103848,86535,10548,2604,-11488
103887,86565,8908,3132,-10924
103945,86616,8300,2664,-10820
104017,86664,10000,1420,-11604
104064,86688,14076,628,-13860
104092,86691,15868,2428,-15520
104129,86700,15916,3452,-14424
104116,86711,13960,3072,-13464
104110,86713,10760,2400,-13432
104130,86729,8132,648,-14892
104185,86797,6792,-512,-15352
104274,86868,6456,-1320,-14920
104329,86884,8412,-2280,-14548
104327,86855,11820,-2704,-14480
104286,86824,15228,-3760,-15232
104270,86797,16520,-4304,-14592
104259,86766,18092,-3728,-13520
104250,86759,17760,-3360,-12620
104204,86731,16684,-3512,-13356
104161,86689,14924,-4188,-13404
104107,86666,13348,-3544,-12380
104072,86673,11660,-2728,-11528
104085,86699,10172,-2964,-9780
104124,86710,9056,-3280,-8000
104149,86720,8440,-3896,-7364
104140,86708,7704,-4436,-7328
104110,86678,7204,-4880,-6948
104060,86636,6900,-5096,-7432
104016,86600,7096,-5120,-8200
103989,86614,7100,-4840,-8160
103988,86604,7628,-4912,-8120
104026,86608,8000,-4960,-8004
104052,86626,8632,-5044,-8008
104074,86650,8864,-4792,-7380
104081,86664,9260,-4696,-8528
104047,86669,9628,-4876,-7952
104046,86671,10172,-5408,-8456
104024,86682,10808,-5500,-8108
104031,86669,11556,-5480,-7880
104022,86694,11872,-5340,-7928
104002,86699,12724,-5140,-8868
104000,86681,13024,-4532,-9916
104004,86650,13476,-4304,-10648
104022,86653,13652,-4028,-11940
104015,86652,13812,-4352,-12976
104022,86652,14060,-4660,-13476
104034,86654,14276,-4788,-14064
104027,86652,14204,-4812,-14804
104019,86631,14096,-4656,-15748
104000,86620,13288,-4560,-15644
104007,86622,12448,-4016,-15452
104009,86620,13000,-2756,-16908
104034,86644,14104,-260,-18200
104066,86644,14872,1196,-19556
104095,86678,15192,-256,-18292
104174,86710,16032,-2236,-16580
104233,86723,16900,-3908,-16884
104267,86741,17660,-4336,-16952
104279,86739,17948,-3496,-16636
104248,86729,17400,-2764,-17068
104223,86729,16280,-2084,-18204
104179,86695,15348,-1744,-18196
104158,86691,14336,-2012,-17500
104157,86697,13720,-2544,-17348
104134,86729,13484,-3224,-17336
104140,86746,13200,-3792,-16844
104169,86761,12840,-4028,-15552
104156,86774,12228,-3644,-14772
104144,86756,11340,-2992,-14040
104127,86764,9904,-2340,-13020
104117,86762,8452,-1392,-12120
104103,86758,7312,-436,-11552
104107,86750,6472,408,-10736
104109,86753,6212,888,-9836
104105,86764,6268,1044,-9276
104122,86769,6432,1160,-8504
104145,86756,7004,1180,-8328
104181,86764,7564,1228,-7752
104175,86788,8060,1016,-7448
104190,86794,8568,1088,-7704
104236,86804,9160,1152,-8108
104287,86823,9764,776,-8392
104342,86860,9864,1004,-8556
104428,86934,9736,1548,-8744
104528,86981,9776,1996,-9008
104652,87062,10300,2092,-9112
104734,87105,11776,1764,-9320
104826,87158,12844,1580,-9424
104894,87182,13428,1868,-9832
104891,87232,13484,2264,-10240
104925,87260,13184,3104,-11360
104940,87281,12544,3328,-12784
104928,87281,11732,3732,-14080
104963,87308,10600,3792,-14452
105044,87378,10140,3100,-13580
105081,87390,11176,2440,-13388
105082,87358,13540,2296,-14780
105017,87285,17504,2404,-17080
104949,87244,18540,4184,-17820
104895,87211,17648,5184,-16424
104859,87191,14360,3748,-14492
104873,87242,10836,432,-13396
104933,87272,8064,-1384,-12696
104989,87317,7300,-2728,-12968
105032,87326,7860,-2624,-12820
104992,87276,10444,-2220,-12844
104868,87204,13052,-1424,-12832
104746,87126,16088,-2304,-14068
104681,87067,17592,-3212,-13100
104642,87011,17940,-2720,-11548
104558,86979,17548,-1852,-10800
104451,86912,15876,-1316,-10684
104335,86843,13512,-1224,-10952
104289,86832,10972,-436,-10140
104281,86857,8948,136,-9288
104334,86905,6380,-48,-8124
104387,86915,4644,-648,-7576
104376,86902,3980,-1552,-7452
104363,86885,4092,-3144,-7724
104368,86971,4408,-4048,-7520
104326,86902,4732,-4716,-7428
104396,86966,5820,-4688,-7724
104353,86897,6636,-4388,-7936
104426,86941,6960,-3992,-7980
104403,86944,7400,-3708,-8488
104432,86959,7696,-3628,-8612
104421,86976,8320,-3896,-8796
104442,86991,9212,-3872,-8388
104479,87020,10588,-3684,-8824
104474,86991,11656,-3828,-8916
104509,87056,13024,-4204,-8644
104502,87029,13476,-4388,-8412
104535,87029,13296,-4372,-9348
104473,86991,13196,-3992,-10268
104467,86995,12996,-3772,-11624
104399,86934,12452,-3660,-13036
104424,86950,12316,-4220,-13132
104426,86964,12488,-5040,-13268
104494,86985,13268,-5856,-13068
104502,86990,14712,-5764,-13572
104478,86996,15912,-5412,-13828
104483,86954,16352,-5240,-14444
104453,86937,16164,-4892,-15048
104417,86883,16100,-4436,-16100
104368,86898,16108,-3300,-17940
104328,86839,16276,-2340,-18444
104329,86900,16332,-1264,-18652
104312,86869,15968,-1120,-17800
104358,86925,15500,-2740,-16360
104338,86919,15332,-5080,-15092
104397,86976,15724,-6544,-15364
104334,86908,16120,-6692,-15688
104389,86971,15968,-5756,-16200
104325,86880,15676,-4300,-17392
104325,86887,15072,-3320,-18120
104265,86869,14140,-2896,-17792
104281,86861,13584,-2896,-17392
104239,86844,12688,-2972,-17328
104204,86809,11816,-2940,-16408
104224,86839,10664,-2796,-15128
104158,86778,9784,-2292,-14228
104172,86802,8652,-1864,-12976
104114,86748,8156,-1732,-11908
104139,86780,7964,-2108,-10352
104106,86757,7976,-2512,-9144
104142,86776,8368,-2964,-8436
104146,86763,8640,-3332,-8152
104168,86771,8920,-3324,-8424
104156,86761,9520,-2904,-8464
104173,86770,10264,-1888,-8744
104146,86773,10572,-1380,-8960
104177,86802,10976,-904,-8256
104165,86765,11484,-492,-7984
104172,86796,11604,-532,-8372
104154,86776,11592,-264,-7740
104179,86832,11312,-24,-7620
104182,86784,11576,348,-7564
104226,86867,12396,288,-8480
104226,86860,12496,288,-8620
104334,86979,12524,880,-8316
104384,86977,12556,1652,-8724
104533,87099,12348,2112,-9360
104579,87110,12252,2352,-9720
104684,87178,12224,2292,-9428
104703,87230,12392,1804,-9532
104807,87268,12792,884,-10284
104838,87305,12132,144,-10036
104932,87358,12256,-100,-10144
104961,87367,12768,-48,-11376
104926,87301,15156,580,-13832
104899,87309,17012,2216,-14808
104837,87265,17428,3332,-14536
104880,87281,16684,3156,-13856
104846,87271,15388,1780,-13724
104914,87331,13356,-1496,-13876
104938,87346,11424,-3384,-13212
105014,87371,11292,-4968,-13540
104994,87356,13192,-6704,-14464
104944,87302,16108,-9184,-15552
104807,87209,17668,-10196,-15268
104735,87173,17472,-9256,-14264
104682,87135,15984,-7004,-13988
104646,87135,13624,-4048,-13792
104616,87111,10956,-2412,-13640
104661,87172,8564,-1848,-12536
104703,87179,6764,-1928,-10156
104776,87267,5796,-2328,-8020
104751,87182,5824,-3232,-6700
104717,87192,6976,-4520,-5664
104601,87099,8468,-5984,-4160
104572,87136,8536,-6404,-2720
104465,87017,8184,-5464,-2968
104436,87027,7228,-4424,-4048
104344,86938,6164,-3288,-5468
104308,86944,5444,-3124,-5768
104235,86923,5264,-2844,-5924
104260,86937,5508,-2416,-6496
104275,86961,5204,-2260,-6080
104281,86937,5880,-2408,-6360
104317,86978,7052,-2768,-6504
104291,86924,8084,-3748,-7388
104311,86956,8752,-4488,-8024
104275,86911,9244,-4792,-8584
104306,86951,10112,-5696,-9188
104247,86899,10512,-6128,-10028
104271,86923,11440,-6400,-10916
104245,86904,11948,-6720,-11120
104275,86893,13024,-7052,-12076
104254,86898,13796,-7476,-12784
104261,86901,14760,-7996,-13680
104225,86884,15060,-7900,-14088
104244,86892,15612,-7732,-15160
104218,86869,16188,-8216,-15904
104223,86909,16608,-9140,-15844
104253,86898,16120,-10664,-15472
104291,86934,16424,-12432,-14936
104280,86919,16704,-12648,-15252
104365,86994,17484,-11100,-16888
104370,86984,17424,-7220,-18668
104449,87050,16648,-3792,-18516
104391,86997,15152,-1892,-17924
104461,87086,14628,-3552,-17120
104447,87047,14236,-7160,-16320
104546,87116,14232,-9168,-16808
104547,87116,14544,-9496,-18544
104564,87112,14456,-8424,-18804
104536,87077,14880,-6544,-18988
104484,87021,15412,-5520,-19344
104442,87010,16000,-5288,-18960
104358,86931,15980,-5556,-18184
104347,86946,16012,-6004,-17352
104293,86896,15268,-5932,-16160
104300,86918,14028,-5408,-14356
104211,86871,12904,-4224,-13164
104251,86915,11608,-2356,-11556
104200,86870,10584,-1132,-10416
104216,86877,9220,-348,-9092
104180,86843,8948,-180,-8668
104162,86822,8832,-892,-8180
104106,86807,8712,-1708,-7948
104100,86796,8476,-2744,-7720
104096,86786,8832,-3304,-8016
104093,86790,8948,-3040,-7552
104092,86773,8876,-1444,-7320
104089,86767,8812,880,-7588
104032,86700,8436,2172,-7596
104000,86724,8056,2672,-7552
103934,86656,7900,2148,-7372
103929,86694,7968,876,-7612
103902,86705,8740,-812,-7104
103974,86778,10044,-1724,-7520
103941,86714,11796,-2120,-8868
103986,86770,12272,-1716,-9740
103954,86725,12360,320,-10612
103963,86737,12176,1704,-11156
103921,86717,12088,3284,-12008
