Training start time (UTC): 1970-01-01 02:00:00
IR,RED,Ax,Ay,Az
102012,85551,17268,-4,-15968
102044,85590,17244,1444,-16684
102016,85545,17136,2792,-17048
102057,85579,16404,3152,-17044
102018,85549,16108,2208,-16216
102048,85557,15112,204,-14408
102022,85554,14456,-912,-13356
102064,85554,13992,-1208,-12776
102043,85557,13484,-392,-12716
102044,85559,13228,568,-12824
102053,85534,13288,904,-13128
102058,85545,13324,1420,-13956
102047,85527,13648,1764,-14304
102042,85555,14240,2196,-14780
102033,85503,14128,2376,-14772
102021,85543,13852,1952,-14740
101977,85494,13268,1704,-14476
102006,85542,11992,1920,-13552
101942,85490,10340,3024,-12400
102003,85555,9276,3760,-11548
101932,85491,7980,4708,-10368
101971,85561,7588,4984,-9524
101934,85485,7440,4920,-9076
101966,85520,7208,4820,-8324
101938,85513,7472,4760,-7716
101969,85543,7448,4724,-7296
101973,85538,7760,4008,-6916
102022,85522,7560,3792,-6932
102043,85579,7400,3940,-7268
102044,85550,7828,4548,-8040
102078,85590,8696,4412,-8452
102048,85567,9736,3952,-8228
102113,85594,10860,4300,-8416
102061,85560,11268,4288,-8696
102077,85587,11632,4812,-8656
102044,85553,11600,5372,-9068
102073,85547,11420,5704,-9576
102044,85561,11380,5648,-10208
102075,85572,11776,5260,-11480
102040,85543,12144,5156,-12252
102042,85555,12684,5428,-13320
102037,85534,12920,5736,-13948
102044,85559,12840,6068,-14068
102016,85517,12220,6368,-14436
102051,85538,10976,6632,-14352
102033,85505,10112,6792,-14656
102054,85532,9500,6976,-15296
102006,85497,11552,7708,-18332
102035,85574,13596,8228,-19648
102007,85514,15108,7600,-20532
102056,85580,15312,5212,-18968
101998,85521,14116,2732,-16772
102040,85564,12476,1484,-15800
102032,85539,10068,760,-14032
102049,85598,9148,996,-13904
102032,85582,8176,212,-14056
102064,85586,7616,-316,-13912
102071,85622,8328,-572,-13712
102079,85597,9244,-748,-13400
102146,85649,11360,-1116,-13272
102169,85636,12888,-1300,-12552
102234,85675,14604,-1552,-11784
102258,85670,15240,-1944,-11140
102287,85698,15352,-2480,-10552
102253,85662,14432,-2756,-10380
102267,85705,12584,-2516,-9872
102245,85695,10844,-1664,-9284
102267,85691,9216,-1356,-8412
102273,85722,8104,-1696,-8024
102286,85737,7052,-2024,-7472
102308,85724,7292,-2456,-7560
102282,85715,9064,-4652,-8220
102281,85712,9548,-6124,-7548
102313,85739,9896,-5848,-7380
102340,85706,10100,-4840,-8264
102389,85748,10020,-3904,-8416
102392,85727,10032,-3272,-8980
102439,85773,9604,-3052,-9208
102401,85727,9452,-2920,-9668
102410,85777,9500,-2712,-9932
102330,85721,9952,-2484,-10016
102320,85746,11096,-2440,-10344
102256,85701,12020,-2680,-10244
102259,85716,12740,-2380,-10580
102214,85702,13732,-2100,-11576
102209,85700,13972,-2012,-12292
102202,85686,14204,-1932,-13020
102190,85669,13988,-1648,-13472
102214,85709,13680,-1100,-14264
102206,85681,13372,-740,-14704
102254,85713,13400,-276,-15336
102238,85673,13764,-224,-15844
102279,85699,14108,-252,-16488
102248,85692,14444,4,-16804
102285,85712,15052,-56,-16800
102249,85687,15480,396,-16748
102280,85685,15792,1728,-17256
102252,85663,15708,3460,-17864
102237,85649,15052,5248,-18040
102194,85628,13780,5568,-17488
102179,85648,12384,4148,-16192
102174,85618,11072,2588,-14916
102171,85630,10320,1668,-14020
102163,85603,10032,1760,-13444
102159,85651,10144,2732,-13348
102142,85576,10144,3276,-13244
102179,85625,10404,3832,-13328
102150,85579,10788,4500,-14012
102176,85643,10960,4888,-14432
102148,85608,10848,4960,-15132
102184,85668,10420,4560,-15060
102125,85617,9888,3960,-14512
102182,85642,8976,3560,-13904
102144,85627,8172,3944,-12676
102145,85650,7564,4388,-11652
102128,85659,6712,4588,-10652
102140,85643,6548,4188,-10292
102146,85668,7052,3708,-9468
102146,85626,7364,3160,-8632
102184,85682,7816,2492,-8420
102143,85640,8252,2412,-8056
102201,85670,8388,2620,-7884
102171,85638,8560,2960,-7964
102216,85679,8600,3472,-8544
102173,85655,8264,3744,-9196
102185,85636,8280,3968,-9804
102156,85643,8380,4052,-9724
102181,85640,8348,4520,-9672
102170,85638,8204,5160,-9532
102189,85634,8440,5796,-9808
102166,85631,8732,6256,-9872
102162,85636,9336,6452,-10764
102148,85607,10032,6672,-11648
102148,85623,10936,6728,-13260
102118,85571,11280,6520,-14088
102152,85618,11668,6792,-15092
102117,85578,11652,7128,-16116
102166,85643,11564,7240,-16500
102119,85609,11232,7460,-16492
102160,85667,10928,7612,-16464
102106,85607,10244,7580,-16100
102182,85674,9512,7156,-15524
102145,85615,9220,6636,-14448
102178,85679,10044,6596,-14528
102155,85653,13312,7132,-16784
102152,85671,15332,8012,-18520
102132,85663,16564,7012,-18908
102122,85596,15960,5292,-18020
102160,85657,13732,3252,-17248
102124,85611,11592,2988,-16328
102181,85658,7960,4456,-14704
102150,85648,5424,5868,-13724
102206,85667,2816,6728,-13008
102174,85639,2216,6432,-12796
102186,85652,2752,5036,-12656
102183,85658,4680,3304,-13220
102257,85685,8040,1772,-12712
102299,85701,11472,916,-11872
102338,85750,14268,1236,-10640
102376,85725,15592,1216,-9808
102365,85720,15288,1072,-8848
102308,85660,13932,608,-8576
102246,85688,12492,-176,-8972
102170,85613,10976,-768,-8564
102168,85652,10116,-1224,-8520
102157,85617,9452,-1560,-7272
102226,85698,9252,-2004,-6392
102191,85658,9472,-2652,-6048
102228,85728,9432,-2932,-6156
102132,85648,9424,-3664,-6152
102145,85695,9268,-4016,-7224
102136,85629,8532,-3844,-7832
102171,85691,7896,-3840,-9060
102191,85707,7464,-3492,-9828
102282,85737,7348,-2920,-10472
102329,85758,7796,-2132,-10904
102354,85750,8320,-1880,-11296
102353,85781,9112,-1588,-11208
102307,85728,9844,-1452,-11076
102310,85742,10300,-1472,-11332
102235,85673,10676,-1500,-11504
102259,85712,10864,-1328,-12196
102194,85659,11256,-1260,-12764
102186,85668,11712,-928,-13400
102163,85649,12164,-956,-13900
102195,85650,13204,-968,-13752
102176,85662,13684,-500,-13948
102209,85670,14056,-128,-14276
102222,85664,14416,-12,-14412
102225,85690,14996,692,-14964
102226,85660,15332,1192,-15572
102199,85662,15780,1876,-16264
102174,85609,16472,3232,-17800
102166,85631,17016,5860,-19840
102109,85556,17152,7476,-21540
102099,85598,16648,6684,-21812
102069,85557,15452,4152,-20764
102101,85671,13868,2468,-19524
102072,85595,12324,2048,-18172
102124,85666,11516,2504,-17748
102085,85588,10864,3816,-16512
102131,85637,10064,5256,-15664
102104,85628,9192,6828,-15304
102135,85644,8604,7644,-15204
102137,85655,8004,8396,-14932
102170,85632,7840,8320,-14304
102192,85673,7756,7096,-13852
102155,85651,7528,6064,-13668
102196,85660,7744,5288,-13312
102156,85634,7720,4816,-12728
102202,85653,7956,4692,-11692
102140,85619,7924,5012,-10408
102189,85650,7900,5128,-8928
102150,85620,7932,4984,-8272
102158,85618,7896,4632,-6836
102147,85607,7880,4624,-5960
102155,85635,7768,4240,-5212
102134,85629,7796,3604,-5612
102148,85647,8284,3360,-6364
102131,85621,8476,3564,-6952
102127,85654,8748,3696,-7224
102146,85616,8948,3932,-7584
102164,85671,9428,4360,-7788
102156,85609,9732,4704,-7944
102175,85659,9996,5148,-8396
102154,85590,10340,5624,-9220
102160,85697,10872,5412,-10040
102106,85621,11312,4956,-10608
102145,85692,11360,4768,-11372
102105,85618,11536,4768,-12168
102161,85677,11680,4848,-12816
102138,85660,11696,4976,-13644
102154,85663,11884,5260,-14328
102121,85669,11936,5388,-14784
102163,85652,12084,5644,-15288
102161,85659,11924,6020,-15832
102154,85640,11604,6128,-16296
102174,85679,10964,5544,-15840
102147,85640,10716,4968,-15384
102178,85666,11364,4672,-15912
102155,85626,13756,5420,-17784
102154,85655,15744,6680,-20152
102113,85609,15520,6452,-20132
102149,85617,13280,3416,-18204
102133,85610,10828,1760,-16508
102153,85617,7604,1896,-14752
102138,85632,5136,2500,-14324
102153,85639,3244,4360,-14456
102148,85597,2484,5496,-14744
102108,85594,3176,5620,-15184
102093,85568,4512,4572,-15296
102122,85630,6924,2360,-15304
102175,85646,9716,856,-14852
102267,85715,13068,-408,-13520
102279,85668,14952,-692,-12456
102309,85720,15608,-1128,-11692
102258,85691,14288,-1184,-10676
102249,85706,12756,-600,-10484
102120,85617,10752,480,-10364
102135,85695,9108,984,-9868
102138,85665,7392,648,-8696
102235,85769,7184,208,-7376
102231,85783,7488,-968,-6632
102295,85786,8036,-1980,-6488
102275,85771,8540,-3020,-6528
102239,85705,8684,-3364,-7392
102233,85745,8684,-3528,-8752
102225,85705,8420,-3452,-9488
102311,85760,8156,-3160,-10500
102356,85770,8220,-3080,-10776
102456,85811,8772,-3320,-10756
102407,85783,9292,-3472,-10292
102420,85783,9944,-3376,-9864
102344,85749,10116,-3048,-9720
102315,85717,10092,-1956,-9240
102246,85693,9988,-824,-9432
102238,85686,10160,28,-10044
102181,85652,10572,224,-10692
102172,85665,11016,188,-11400
102155,85622,11380,304,-12064
102136,85644,12144,1320,-13152
102102,85584,12396,1992,-14068
102111,85611,12644,3036,-15660
102083,85565,12524,3272,-17132
102112,85614,12212,2616,-18048
102071,85554,11736,1496,-17980
102107,85661,11192,1236,-17472
102060,85588,12584,3388,-19332
102116,85630,14068,6204,-20252
102069,85564,14784,7616,-19952
102072,85602,14924,6892,-19452
102045,85605,14656,4592,-19364
102073,85606,13204,1656,-18688
102050,85625,11900,-232,-17964
102086,85611,10872,-80,-18024
102099,85642,9724,932,-17448
102093,85596,9096,2184,-17364
102141,85673,8932,3756,-17304
102118,85623,9780,5404,-16116
102190,85644,10720,6448,-14948
102111,85613,11668,6596,-13408
102163,85644,12816,6608,-11164
102113,85602,13200,6156,-9544
102125,85593,12604,5188,-7864
102071,85590,11280,5192,-6936
102070,85604,9820,6560,-6376
102073,85594,8712,7940,-6320
102058,85607,7504,8180,-6048
102071,85581,7140,7440,-6300
102075,85600,6612,6008,-6148
102060,85576,7012,4340,-6108
102091,85614,8000,3072,-6748
102091,85585,8776,2572,-6680
102104,85630,9860,3092,-6724
102078,85573,10576,3568,-6920
102109,85636,11108,3528,-7620
102059,85569,11228,3372,-7780
102072,85643,11200,3164,-8340
102008,85552,11128,2884,-8828
102031,85609,10812,2700,-9368
102004,85576,10124,2724,-10396
102032,85603,9496,3092,-11272
101998,85607,9060,3056,-12320
102028,85609,9300,3176,-12892
102075,85601,9820,3260,-13764
102045,85581,10252,3008,-14124
102084,85619,10884,2972,-15032
102096,85594,11436,2832,-15692
102138,85636,11680,2600,-16104
102118,85620,11804,2780,-16472
102184,85656,11340,3140,-17112
102149,85645,10768,3376,-16976
102192,85661,9988,3592,-16344
102193,85655,9832,3076,-15908
102239,85681,12440,2544,-16880
102208,85662,15752,3092,-18576
102172,85625,17764,4484,-20956
102150,85698,11564,3300,-19388
102198,85648,6528,2360,-17440
102237,85667,2420,1456,-16580
102283,85692,-172,452,-16948
102326,85685,368,256,-16968
102327,85706,2584,224,-14548
102364,85722,6848,-156,-13856
102379,85763,11828,120,-12164
102389,85753,16892,752,-10140
102372,85723,20500,524,-9176
102309,85700,20704,16,-7824
102227,85659,18864,352,-8172
102164,85634,15336,1508,-9636
102154,85659,10732,3360,-9248
102224,85718,7404,5252,-9276
102278,85760,5340,5796,-9540
102318,85770,3704,4676,-8204
102323,85738,2944,3108,-7952
102249,85702,3380,2688,-7912
102167,85641,4668,2016,-7920
102111,85612,5656,664,-9188
102159,85620,6892,-316,-8416
102227,85661,7728,36,-7556
102295,85681,8464,1708,-8888
102307,85672,8896,2788,-9168
102265,85650,9144,3000,-9820
102209,85609,9100,2992,-10252
102143,85574,8376,2748,-9912
102103,85591,8084,2536,-10484
102100,85573,7760,1896,-9996
102107,85601,7788,1408,-9280
102122,85606,8468,1396,-8936
102121,85591,8904,1776,-9560
102110,85568,9144,2056,-10336
102067,85549,9320,2484,-10748
102049,85535,9720,2764,-11652
102049,85527,10080,2792,-13164
102095,85630,10412,2800,-14344
102051,85569,11208,1932,-15696
102125,85636,12068,604,-16212
102106,85611,12908,-536,-15928
102182,85650,13160,-512,-15896
102151,85647,13768,652,-16788
102179,85638,14812,2864,-18976
102148,85646,15300,6168,-20720
102152,85620,14648,6252,-21304
102151,85644,13768,3268,-21052
102139,85594,12664,648,-20356
102170,85634,11292,-1548,-19408
102137,85604,10344,-2208,-19408
102195,85617,9536,-876,-19328
102191,85618,9752,516,-19332
102300,85695,11080,2732,-18540
102345,85697,12116,4580,-17676
102451,85741,13008,5456,-16328
102465,85744,13424,5836,-14400
102488,85732,13196,5564,-12868
102436,85716,12180,4988,-12340
102374,85690,10220,4400,-11776
102323,85660,8668,4656,-10840
102283,85668,7148,4704,-9788
102235,85630,5532,4900,-9060
102257,85679,4432,5256,-8732
102245,85637,4084,5288,-8396
102291,85706,4584,4584,-8292
102289,85683,5244,4064,-8260
102378,85792,6140,3680,-8260
102391,85746,6872,3264,-8460
102482,85831,7472,3436,-8100
102483,85763,7932,3952,-7812
102517,85811,8084,4416,-7764
102473,85768,8596,5344,-8276
102434,85748,8676,6068,-8616
102368,85756,8572,6400,-9300
102335,85724,8404,5828,-9168
102324,85743,8420,5364,-9520
102298,85701,8720,5300,-9964
102323,85755,8804,5804,-10696
102318,85708,9216,6092,-11772
102341,85726,9608,6080,-12968
102317,85693,9792,5936,-13980
102369,85740,9604,5760,-14596
102353,85715,9336,6276,-15304
102374,85707,9060,7408,-15440
102372,85718,8580,8128,-14556
102414,85740,8264,7468,-13940
102409,85741,8268,6368,-12600
102419,85757,10536,5700,-13292
102426,85744,15072,7032,-15736
102400,85739,18632,9232,-18464
102368,85684,17844,8296,-17032
102343,85689,14800,7016,-16452
102291,85639,11668,7696,-17884
102298,85677,7512,9808,-18744
102261,85645,5008,9792,-19052
102308,85731,5136,7580,-18364
102279,85690,7672,3928,-18532
102385,85825,10024,668,-18132
102464,85794,12428,-364,-15824
102600,85892,14892,1860,-14912
102584,85831,17308,2916,-13968
102573,85829,17788,2220,-12496
102465,85763,16856,1084,-11128
102403,85719,14448,1508,-9784
102338,85690,11320,2168,-8064
102276,85651,9084,2724,-7172
102235,85678,7280,3316,-6368
102204,85637,6380,3056,-6140
102216,85668,5548,2476,-6028
102155,85627,4776,1992,-6448
102182,85638,4352,2028,-6616
102108,85584,4084,2256,-6380
102122,85605,3532,2444,-6336
102101,85566,3616,2444,-7220
102132,85582,3816,1896,-8120
102134,85586,4172,1388,-8740
102165,85590,4804,772,-8664
102151,85573,5332,600,-8932
102136,85589,5544,820,-8852
102085,85532,5648,1476,-8624
102072,85540,5592,1996,-8860
102036,85510,5100,1860,-8904
102023,85544,5136,1720,-9072
101994,85489,5884,824,-9948
102011,85535,6988,-120,-11012
101978,85498,8392,-1036,-12160
102015,85574,9332,-1544,-12844
101997,85498,10468,-1100,-14100
102046,85571,10836,-588,-15236
102021,85526,11268,364,-17060
102077,85579,10984,672,-18044
102070,85580,10688,724,-19196
102108,85618,9816,-104,-19620
102148,85633,9232,-412,-19244
102159,85647,9528,764,-20076
102208,85660,12272,5140,-23256
102183,85602,13340,8332,-24960
102195,85639,14080,8528,-24888
102179,85603,14784,6716,-24508
102243,85657,14448,3168,-24412
102230,85635,13240,1844,-23304
102255,85669,11824,2628,-22456
102259,85657,10708,3976,-22000
102290,85649,9708,6136,-21340
102254,85630,8904,7600,-20592
102250,85636,8584,8780,-18536
102223,85612,8344,9136,-15544
102211,85621,8476,9156,-12112
102190,85605,9076,8748,-10476
102150,85595,10252,8284,-9300
102113,85555,10780,7572,-9032
102084,85556,11152,6452,-8900
102022,85488,10596,5276,-8664
102013,85516,9928,4604,-8840
101949,85455,9176,4300,-8308
101971,85533,8760,4116,-8144
101935,85465,8448,4156,-7864
101978,85531,7896,3916,-7748
101943,85502,8132,4080,-7392
101985,85534,8524,4200,-7364
101986,85522,9320,4620,-6740
102011,85541,9872,4916,-5888
101996,85566,10448,5496,-5692
102021,85558,10376,6996,-5740
102051,85556,10216,8732,-6592
102027,85522,9864,9600,-7220
102049,85565,9608,10236,-8392
102026,85530,9404,10756,-9264
102079,85566,8700,11120,-10216
102072,85552,8516,10508,-11348
102122,85609,8652,9224,-11544
102129,85585,8760,8628,-11680
102168,85619,8512,8016,-12352
102179,85624,8252,7952,-12312
102208,85610,8292,8812,-13236
102198,85620,8404,9088,-14820
102222,85644,9928,8608,-17136
102248,85641,14056,9824,-20176
102250,85658,16604,12324,-23756
102248,85628,16300,11380,-23104
102274,85668,12804,9344,-20652
102250,85641,9032,7876,-19276
102268,85677,5004,5996,-17460
102265,85623,2956,4764,-17168
102264,85662,2708,3316,-17836
102199,85615,4800,1852,-19048
102224,85686,6956,796,-19072
102181,85639,9628,224,-17040
102273,85710,11796,488,-16096
102280,85668,13488,1128,-14576
102330,85711,14124,1528,-13288
102271,85691,13656,1308,-11808
102246,85677,11988,1460,-11240
102184,85651,9288,1848,-11072
102153,85627,6800,2760,-10500
102167,85673,4112,3592,-9508
102152,85643,2960,3688,-9580
102191,85681,2212,2864,-9200
102146,85629,2324,2040,-9216
102163,85647,3832,-148,-10356
102118,85606,4612,-2248,-10564
102169,85628,6276,-3644,-10236
102179,85635,7580,-3892,-10320
102277,85665,8120,-3716,-9784
102312,85673,8544,-3244,-9852
102349,85683,8700,-3212,-10352
102300,85655,8420,-3484,-10280
102260,85634,8204,-3304,-9448
102179,85584,7516,-2944,-9240
102139,85592,7228,-1640,-8808
102081,85554,7124,-752,-8672
102093,85603,7416,-308,-8876
102072,85561,8296,-700,-9140
102106,85599,9156,-1352,-9544
102072,85558,10624,-1608,-10632
102128,85641,11072,-1244,-11696
102093,85602,12116,8,-13572
102170,85670,11920,892,-15580
102161,85627,11304,1648,-16484
102239,85696,10316,2272,-16680
102254,85706,9280,2992,-16356
102309,85754,9192,4028,-15780
102317,85758,10996,7720,-15756
102345,85742,12728,10928,-16568
102342,85743,14468,12140,-17732
102307,85695,15932,10120,-19788
102326,85728,16836,4856,-23416
102278,85687,15916,1628,-24204
102313,85699,13896,1396,-24376
102277,85673,11708,3376,-25072
102334,85692,9328,7440,-26172
102284,85672,7848,9328,-25168
102294,85658,7240,10240,-22484
102266,85646,8392,10072,-19956
102261,85651,10400,8872,-17336
102216,85638,12124,8140,-14832
102201,85628,13656,7416,-11924
102171,85616,13556,7048,-10052
102155,85610,11476,7128,-9688
102130,85566,9200,7668,-9700
102110,85595,6780,7672,-8896
102080,85536,4748,7364,-8452
102093,85578,2888,6788,-7732
102058,85534,1872,6152,-7504
102103,85624,1904,5768,-7112
102040,85556,3020,5528,-6996
102106,85614,3984,5592,-6160
102074,85549,5228,5960,-5308
102085,85595,6276,6096,-5032
102037,85530,7464,6356,-5168
102024,85533,8168,6192,-5484
101954,85522,8164,6040,-6312
101967,85505,7840,6056,-7120
101949,85527,7348,6584,-8564
101966,85505,6996,7400,-9300
102004,85585,6560,8860,-10468
102003,85532,6476,9812,-11956
102066,85586,6352,9428,-13640
102052,85551,6172,9004,-14076
102115,85585,6312,8892,-14704
102092,85585,6512,8960,-15000
102163,85629,7256,9312,-15360
102171,85627,7968,9536,-15328
102245,85647,8336,9548,-14740
102264,85663,8268,9088,-14096
102310,85691,8204,8192,-13436
102303,85679,8740,7100,-13104
102300,85687,12356,7068,-14860
102277,85661,16296,8424,-17672
102235,85631,19100,9984,-21004
102195,85594,18284,8696,-20396
102177,85627,14660,6284,-19128
102181,85567,11148,5652,-18608
102202,85633,6968,6084,-17500
102208,85593,4636,5664,-17020
102237,85679,4044,4940,-16820
102156,85613,5080,3340,-17220
102188,85658,7440,1676,-18260
102137,85597,10380,340,-18168
102211,85651,12656,540,-17156
102193,85623,15284,1688,-15804
102200,85647,16136,2360,-14616
102148,85603,15376,3332,-12824
102125,85548,12912,4888,-11596
102079,85573,9956,6716,-10256
102017,85498,6804,8116,-9024
102023,85551,3676,9092,-7804
101999,85539,1772,8988,-6076
102079,85587,732,7852,-4476
102032,85567,992,6376,-4696
102058,85552,2320,4904,-5380
101999,85526,3800,3360,-6160
102022,85524,4832,1432,-6156
102045,85547,6176,1384,-5732
102121,85573,7388,1916,-6380
102136,85569,7832,2568,-6712
102151,85585,7564,3068,-7628
102151,85572,7088,3156,-8088
102130,85589,6972,2552,-8664
102116,85560,7236,1752,-8636
102127,85606,7292,1464,-8712
102120,85566,7380,1540,-8992
102128,85608,7876,1668,-9748
102105,85528,8444,1224,-10504
102110,85599,8932,596,-11412
102080,85550,9248,248,-12956
102115,85636,9160,312,-13780
102101,85554,9128,1192,-15012
102159,85639,9040,2360,-16328
102152,85594,8728,3056,-17440
102171,85624,8488,3084,-17576
102146,85631,7900,2812,-17924
102204,85654,7408,2988,-17256
102204,85654,7556,4868,-16352
102227,85622,8700,8200,-16976
102223,85652,8688,11556,-17284
102177,85615,8980,11916,-17732
102229,85665,10348,9208,-19596
102200,85633,11604,6016,-21016
102272,85671,12252,1808,-22292
102245,85652,12480,-120,-22196
102315,85681,11884,-336,-22660
102319,85680,11476,1272,-22964
102363,85661,10980,3880,-23268
102320,85656,10120,5368,-22460
102317,85648,9660,6740,-20768
102231,85630,9368,6768,-18940
102194,85617,9844,6644,-16448
102176,85589,10156,6540,-13544
102154,85598,10672,7152,-10900
102134,85567,10804,7680,-9064
102122,85596,10364,8316,-7784
102072,85536,9832,8196,-7556
102063,85561,8824,7672,-8448
102038,85518,7704,6740,-9448
102067,85603,6444,6144,-9360
102044,85534,5284,6052,-9336
102141,85600,4756,6472,-8732
102081,85558,4628,6848,-7812
102123,85612,4712,7028,-7052
102099,85596,5172,7400,-6416
102114,85595,6064,7528,-6716
102062,85590,7004,7516,-7300
102071,85584,7608,7336,-7536
102086,85590,7800,7432,-7368
102075,85586,7328,8460,-7764
102112,85623,6084,9772,-8896
102092,85569,4908,10328,-10068
102140,85603,4076,10660,-11148
102122,85588,3824,10656,-12020
102161,85624,3768,9996,-12548
102146,85602,3916,9544,-13308
102185,85617,4844,8908,-14432
102162,85617,5564,8468,-15380
102210,85618,5624,8424,-15332
102194,85616,5788,9540,-15076
102196,85637,5328,9768,-15456
102203,85623,6304,9296,-16420
102225,85631,10552,9444,-20060
102212,85603,13772,10308,-23652
102205,85601,15900,8724,-25120
102195,85568,16144,6408,-23924
102204,85620,14228,4376,-22220
102186,85561,11768,3736,-20436
102239,85634,8156,4172,-17760
102224,85652,5720,5768,-14596
102273,85708,4720,5684,-15200
102223,85633,4808,5344,-13400
102232,85678,6136,4724,-12976
102207,85625,7896,4288,-12124
102216,85664,9716,3908,-11732
102171,85660,12000,3248,-11484
102196,85639,13292,2928,-12108
102185,85636,13284,2652,-12532
102142,85582,12036,2704,-11796
102133,85629,10308,3812,-10976
102110,85549,8536,4796,-9844
102121,85587,6684,5928,-8316
102062,85553,5344,6108,-7920
102098,85597,4276,5732,-7232
102049,85556,3924,5160,-6600
102049,85561,4164,3648,-6568
102010,85526,4828,2436,-6896
102013,85513,5464,1328,-7164
102008,85519,5936,592,-7480
102026,85516,6732,300,-8036
102024,85507,7436,-244,-7980
102037,85524,8152,-232,-8192
102030,85496,8312,124,-8320
102015,85504,8768,340,-8216
101952,85461,8852,344,-8616
101943,85494,8808,356,-9044
101885,85419,8512,104,-9420
101915,85464,8420,364,-9932
101866,85421,7952,1280,-10800
101905,85514,7544,2780,-11584
101864,85451,6592,4140,-12840
101937,85517,5964,5076,-13748
101932,85490,5760,5424,-15480
101967,85549,6192,5240,-16872
101995,85570,6704,4224,-18232
102069,85591,7136,3348,-18388
102133,85618,8040,3392,-17888
102185,85627,8676,4528,-17660
102235,85680,10316,7508,-17916
102211,85613,11332,10256,-18560
102195,85624,11312,12052,-19616
102147,85586,10644,10208,-20628
102193,85616,9464,6700,-21208
102152,85606,8812,4192,-20856
102217,85642,8368,2656,-20284
102190,85640,8164,3020,-19880
102245,85615,8004,4440,-19648
102231,85624,8272,6032,-19448
102247,85613,8632,7436,-19260
102225,85613,9064,7808,-18664
102198,85592,9720,7832,-17636
102146,85549,9660,7656,-15920
102110,85554,9432,7316,-14224
102064,85517,8904,7744,-12672
102062,85546,8012,8972,-10672
102020,85493,7216,10332,-8964
102036,85535,5776,11696,-7920
102003,85467,4492,11860,-7416
102028,85583,3496,11804,-6856
101998,85512,4040,10924,-6908
102071,85586,4560,9540,-7156
102044,85551,5136,7748,-6712
102126,85606,5884,7444,-6652
102099,85607,6760,7648,-5992
102142,85606,7336,8148,-6016
102093,85594,7768,8496,-6644
102084,85565,7720,8404,-7312
102084,85580,7716,7716,-8908
102040,85538,7768,6724,-9664
102069,85589,7660,5976,-9688
102041,85564,7804,6144,-9720
102098,85583,7796,7084,-10068
102054,85547,7448,8456,-10172
102093,85583,7248,9848,-11248
102080,85559,7168,10800,-12712
102118,85577,6340,11456,-13672
102118,85579,5756,11272,-14692
102173,85591,4968,10188,-14800
102190,85602,4164,9468,-14172
102210,85627,3584,9440,-14160
102223,85617,3912,9828,-14212
102221,85627,6244,10072,-15092
102207,85589,9988,10916,-17596
102196,85596,13104,12488,-21332
102156,85532,12828,11800,-21684
102169,85598,11296,10920,-21912
102137,85554,8748,10872,-21420
102184,85589,4832,10704,-20276
102171,85581,1276,9116,-19544
102214,85682,-296,8492,-18268
102188,85610,-320,7048,-17688
102238,85667,1904,6252,-17452
102198,85610,5724,4380,-16772
102225,85655,9384,3008,-15380
102226,85655,13396,2740,-13200
102253,85644,15784,3320,-11940
102227,85647,16552,4148,-10592
102160,85582,15888,4636,-9784
102116,85588,13824,6652,-8868
102037,85513,11544,8876,-8168
102040,85521,8140,11084,-8428
101991,85498,6336,11360,-9148
102032,85538,3992,8660,-9752
101984,85492,2632,6240,-9832
101981,85499,2108,4112,-10252
101943,85472,2924,2564,-10816
101966,85460,4000,1776,-10744
101985,85489,4868,1816,-10204
102053,85538,6480,2400,-9380
102133,85561,7548,2408,-8400
102180,85576,8424,2076,-8016
102178,85559,8852,1936,-7876
102161,85573,8944,1556,-8104
102096,85506,8548,1136,-8280
102038,85533,8300,780,-8536
101981,85465,8088,928,-8600
101992,85519,8284,1496,-8944
101957,85465,8592,1560,-9232
102003,85574,8700,1468,-9524
101966,85521,9328,1184,-10296
102021,85574,9644,752,-10876
101997,85502,9820,412,-11592
102018,85560,9316,504,-12440
101980,85526,8452,748,-13376
102036,85517,7864,1380,-14188
102024,85518,7608,2416,-15104
102016,85503,7332,3436,-15320
102001,85519,7040,4556,-16216
101968,85473,7164,5276,-17296
101991,85516,7088,5840,-18304
101944,85481,6892,5772,-18528
101991,85499,6340,6232,-18500
101952,85456,5352,7116,-17880
101990,85500,3628,9212,-16648
101981,85469,1980,11284,-15140
102017,85496,260,13144,-14036
102020,85490,320,15244,-12892
102034,85486,1284,17684,-11300
102028,85477,2844,18164,-11472
102021,85488,4748,15668,-11776
102020,85471,6356,12816,-12588
102000,85470,8484,10148,-14416
101987,85449,9548,9252,-15588
101982,85466,10076,8764,-17852
101971,85413,9608,8216,-19852
101980,85451,8476,8448,-20852
101944,85396,6868,9528,-22272
101996,85488,5600,10784,-22608
101935,85423,4952,11272,-21188
101999,85493,4908,11196,-19636
101941,85424,5176,10876,-17384
101975,85465,5416,10700,-15152
101930,85458,6016,11120,-11948
101937,85464,6348,11808,-9640
101890,85453,7288,11724,-7284
101905,85442,8452,11756,-6376
101898,85450,9344,11216,-6636
101883,85403,9468,9760,-7520
101899,85421,8796,7892,-8668
101855,85394,7560,7528,-9272
101899,85404,6104,9108,-9248
101866,85404,5256,10252,-8956
101926,85444,4120,11376,-7820
101903,85448,3024,11948,-7144
101944,85450,2960,11852,-6464
101928,85447,3368,10948,-6476
101956,85452,4472,9472,-7164
101915,85434,5712,7852,-7828
